year,event,incident_number,incident_start,incident_end,declaration_date,days_to_declaration_from_start,days_to_declaration_from_end,declaration_url,state,incident_type,valid_ihp_applications,eligible_ihp_applications,ihp_eligibility_rate,ihp_average_award,ihp_total,pa_total,pa_projects_count,cdbg_dr_allocation,frn1_date,frn1_days_since_disaster,frn1_url,frn1_grantee1_name,frn1_grantee1_url,frn1_grantee1_amount,frn1_grantee2_name,frn1_grantee2_url,frn1_grantee2_amount,frn1_grantee3_name,frn1_grantee3_url,frn1_grantee3_amount,frn1_grantee4_name,frn1_grantee4_url,frn1_grantee4_amount,frn1_grantee5_name,frn1_grantee5_url,frn1_grantee5_amount,frn1_grantee6_name,frn1_grantee6_url,frn1_grantee6_amount,frn1_grantee7_name,frn1_grantee7_url,frn1_grantee7_amount,frn1_grantee8_name,frn1_grantee8_url,frn1_grantee8_amount,frn1_grantee9_name,frn1_grantee9_url,frn1_grantee9_amount,frn2_date,frn2_url,frn2_grantee1_name,frn2_grantee1_url,frn2_grantee1_amount,frn2_grantee2_name,frn2_grantee2_url,frn2_grantee2_amount,frn2_grantee3_name,frn2_grantee3_url,frn2_grantee3_amount,frn2_grantee4_name,frn2_grantee4_url,frn2_grantee4_amount,frn3_date,frn3_url,frn3_grantee1_name,frn3_grantee1_url,frn3_grantee1_amount,frn3_grantee2_name,frn3_grantee2_url,frn3_grantee2_amount,frn3_grantee3_name,frn3_grantee3_url,frn3_grantee3_amount,frn3_grantee4_name,frn3_grantee4_url,frn3_grantee4_amount,frn4_date,frn4_url,frn4_grantee1_name,frn4_grantee1_url,frn4_grantee1_amount,sba_total_approved_loan_amount,sba_loan_count,sba_home_approved_loan_amount,sba_home_loan_count,sba_business_approved_loan_amount,sba_business_loan_count
2023,"Alaska Severe Storm, Flooding, and Landslides",4767,2023-11-20,2023-11-20,2024-04-06,138,138,https://www.fema.gov/disaster/4767,AK,Mud/Landslide,NA,NA,NA,NA,NA,897510.09,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Rhode Island Severe Storms and Flooding,4766,2024-01-09,2024-01-13,2024-03-20,71,67,https://www.fema.gov/disaster/4766,RI,Severe Storm,3284,2397,72.99,5423.65,13000478.57,4855781.74,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,Rhode Island Severe Storm and Flooding,4765,2023-12-17,2023-12-19,2024-03-20,94,92,https://www.fema.gov/disaster/4765,RI,Severe Storm,1814,1258,69.35,5071.19,6379551.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Maine Severe Storms and Flooding,4764,2024-01-09,2024-01-13,2024-03-20,71,67,https://www.fema.gov/disaster/4764,ME,Severe Storm,2456,826,33.63,6450.74,5328308.23,50093722.99,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,"Alaska Severe Storm, Landslides, and Mudslides",4763,2023-11-20,2023-11-20,2024-03-15,116,116,https://www.fema.gov/disaster/4763,AK,Mud/Landslide,27,8,29.63,9622.47,76979.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,Vermont Severe Storm and Flooding,4762,2023-12-18,2023-12-19,2024-03-02,75,74,https://www.fema.gov/disaster/4762,VT,Severe Storm,NA,NA,NA,NA,NA,6531760.56,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,New Hampshire Severe Storm and Flooding,4761,2023-12-17,2023-12-21,2024-02-27,72,68,https://www.fema.gov/disaster/4761,NH,Severe Storm,NA,NA,NA,NA,NA,4139016.86,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,North Dakota Severe Winter Storm and Straight-Line Winds,4760,2023-12-25,2023-12-27,2024-02-15,52,50,https://www.fema.gov/disaster/4760,ND,Winter Storm,NA,NA,NA,NA,NA,11739996.12,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,Washington Wildfires,4759,2023-08-18,2023-08-25,2024-02-15,181,174,https://www.fema.gov/disaster/4759,WA,Fire,580,176,30.34,20485.73,3605489.02,6262799.8,28,44152000,2025-01-16,336,https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf,Spokane County,NA,44152000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,California Severe Storm and Flooding,4758,2024-01-21,2024-01-23,2024-02-19,29,27,https://www.fema.gov/disaster/4758,CA,Flood,7658,3243,42.35,8575.56,27810551.83,NA,NA,138865667,2025-01-16,332,https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf,State of California,NA,138865667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,"Michigan Severe Storms, Tornadoes, and Flooding",4757,2023-08-24,2023-08-26,2024-02-08,168,166,https://www.fema.gov/disaster/4757,MI,Flood,147185,116805,79.36,3761.1,439315445,NA,NA,460816000,2025-01-16,343,https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf,State of Michigan,NA,43570000,"Detroit, MI",NA,346864000,Wayne County,NA,70382000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,"West Virginia Severe Storms, Flooding, Landslides, and Mudslides",4756,2023-08-28,2023-08-30,2024-01-30,155,153,https://www.fema.gov/disaster/4756,WV,Flood,615,326,53.01,10345.87,3372753.83,4817396.83,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,New York Severe Storm and Flooding,4755,2023-09-28,2023-09-30,2024-01-30,124,122,https://www.fema.gov/disaster/4755,NY,Flood,NA,NA,NA,NA,NA,12342581.69,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,Maine Severe Storm and Flooding,4754,2023-12-17,2023-12-21,2024-01-30,44,40,https://www.fema.gov/disaster/4754,ME,Severe Storm,2432,1173,48.23,5781.16,6781306.32,37051529.59,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,"Rhode Island Severe Storms, Flooding, and Tornadoes",4753,2023-09-10,2023-09-13,2024-01-07,119,116,https://www.fema.gov/disaster/4753,RI,Severe Storm,1035,580,56.04,5792.08,3359408.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,Utah Flooding,4752,2023-05-01,2023-05-27,2023-12-23,236,210,https://www.fema.gov/disaster/4752,UT,Flood,NA,NA,NA,NA,NA,14499307.36,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,Tennessee Severe Storms and Tornadoes,4751,2023-12-09,2023-12-09,2023-12-13,4,4,https://www.fema.gov/disaster/4751,TN,Severe Storm,4280,2020,47.2,2292.06,4629951.1,16555325.29,70,42869000,2025-01-16,400,https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf,State of Tennessee,NA,42869000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,California Tropical Storm Hilary,4750,2023-08-19,2023-08-21,2023-11-21,94,92,https://www.fema.gov/disaster/4750,CA,Hurricane,NA,NA,NA,NA,NA,33108361.61,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,Illinois Severe Storms and Flooding,4749,2023-09-17,2023-09-18,2023-11-20,64,63,https://www.fema.gov/disaster/4749,IL,Flood,23537,16395,69.66,3896.23,63878684.58,NA,NA,255591333,2025-01-16,423,https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf,"Chicago, IL",NA,142202667,"Cicero, IL",NA,32001333,Cook County,NA,81387333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,"Arkansas Severe Storms, Straight-Line Winds, and Tornadoes",4748,2023-06-25,2023-06-26,2023-11-14,142,141,https://www.fema.gov/disaster/4748,AR,Severe Storm,NA,NA,NA,NA,NA,4228835.57,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,"Kansas Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4747,2023-07-14,2023-07-21,2023-10-26,104,97,https://www.fema.gov/disaster/4747,KS,Severe Storm,NA,NA,NA,NA,NA,10451155.06,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,California Tropical Storm Hilary,4746,2023-08-19,2023-08-21,2023-10-18,60,58,https://www.fema.gov/disaster/4746,CA,Tropical Storm,NA,NA,NA,NA,NA,543053.87,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,Montana Flooding,4745,2023-06-01,2023-06-08,2023-10-11,132,125,https://www.fema.gov/disaster/4745,MT,Flood,NA,NA,NA,NA,NA,2887233.41,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,Vermont Severe Storms and Flooding,4744,2023-08-03,2023-08-05,2023-10-06,64,62,https://www.fema.gov/disaster/4744,VT,Flood,NA,NA,NA,NA,NA,3771495.24,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,California Tropical Storm Hilary,4743,2023-08-19,2023-08-21,2023-09-27,39,37,https://www.fema.gov/disaster/4743,CA,Hurricane,NA,NA,NA,NA,NA,1293663.48,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,"Tennessee Severe Storms, Straight-Line Winds, and Tornado",4742,2023-08-07,2023-08-07,2023-09-27,51,51,https://www.fema.gov/disaster/4742,TN,Severe Storm,NA,NA,NA,NA,NA,10089089.39,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,"Missouri Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4741,2023-07-29,2023-08-14,2023-09-21,54,38,https://www.fema.gov/disaster/4741,MO,Severe Storm,NA,NA,NA,NA,NA,15844153.58,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,New Hampshire Severe Storms and Flooding,4740,2023-07-09,2023-07-17,2023-09-14,67,59,https://www.fema.gov/disaster/4740,NH,Flood,NA,NA,NA,NA,NA,12543894.46,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,Wyoming Flooding,4739,2023-06-15,2023-06-15,2023-09-11,88,88,https://www.fema.gov/disaster/4739,WY,Flood,NA,NA,NA,NA,NA,899510.2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,Georgia Hurricane Idalia,4738,2023-08-30,2023-08-30,2023-09-07,8,8,https://www.fema.gov/disaster/4738,GA,Hurricane,10015,1378,13.76,3656.5,5038651.75,58944738.76,281,88575333,2025-01-16,497,https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf,State of Georgia,NA,88575333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,Maine Severe Storm and Flooding,4737,2023-06-26,2023-06-26,2023-09-06,72,72,https://www.fema.gov/disaster/4737,ME,Flood,NA,NA,NA,NA,NA,1007524.08,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,Maine Severe Storm and Flooding,4736,2023-06-29,2023-06-29,2023-09-05,68,68,https://www.fema.gov/disaster/4736,ME,Flood,NA,NA,NA,NA,NA,3786643.42,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,Tennessee Severe Storms and Straight-Line Winds,4735,2023-07-18,2023-07-21,2023-09-04,48,45,https://www.fema.gov/disaster/4735,TN,Severe Storm,NA,NA,NA,NA,NA,14606351.99,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,Florida Hurricane Idalia,4734,2023-08-27,2023-09-04,2023-08-31,4,-4,https://www.fema.gov/disaster/4734,FL,Hurricane,73579,36066,49.02,2358.29,85053956.55,450179461.1,917,731516467,2025-01-16,504,https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf,Pasco County,NA,195234667,Pinellas County,NA,271261000,"St. Petersburg, FL",NA,79942000,State of Florida,NA,185078800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,"Oregon Severe Storm, Flooding, Landslides, and Mudslides",4733,2023-06-11,2023-06-12,2023-08-28,78,77,https://www.fema.gov/disaster/4733,OR,Mud/Landslide,NA,NA,NA,NA,NA,2175995.67,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,Iowa Flooding,4732,2023-04-24,2023-05-13,2023-08-25,123,104,https://www.fema.gov/disaster/4732,IA,Flood,NA,NA,NA,NA,NA,8210572.35,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,"Colorado Severe Storms, Flooding, and Tornadoes",4731,2023-06-08,2023-06-23,2023-08-25,78,63,https://www.fema.gov/disaster/4731,CO,Flood,NA,NA,NA,NA,NA,20627996.05,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,Alaska Flooding,4730,2023-05-12,2023-06-03,2023-08-23,103,81,https://www.fema.gov/disaster/4730,AK,Flood,574,409,71.25,8532.55,3489813.15,17323178.01,63,9338000,2025-01-16,512,https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf,State of Alaska,NA,9338000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,Tennessee Severe Storms and Straight-Line Winds,4729,2023-06-25,2023-06-26,2023-08-17,53,52,https://www.fema.gov/disaster/4729,TN,Severe Storm,NA,NA,NA,NA,NA,20898992.89,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,Illinois Severe Storms and Flooding,4728,2023-06-29,2023-07-02,2023-08-15,47,44,https://www.fema.gov/disaster/4728,IL,Severe Storm,102310,76452,74.73,4274.56,326798841.8,24706004.41,214,255591333,2025-01-16,520,https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf,"Chicago, IL",NA,142202667,"Cicero, IL",NA,32001333,Cook County,NA,81387333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2023,"Mississippi Severe Storms, Straight-Line Winds, and Tornadoes.",4727,2023-06-14,2023-06-19,2023-08-12,59,54,https://www.fema.gov/disaster/4727,MS,Severe Storm,1297,712,54.9,4618.42,3288317.84,9389841.72,78,44984333,2025-01-16,523,https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf,State of Mississippi,NA,44984333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
