year,event,incident_number,incident_start,incident_end,declaration_date,days_to_declaration_from_start,days_to_declaration_from_end,declaration_url,state,incident_type,valid_ihp_applications,eligible_ihp_applications,ihp_eligibility_rate,ihp_average_award,ihp_total,pa_total,pa_projects_count,cdbg_dr_allocation,frn1_date,frn1_days_since_disaster,frn1_url,frn1_grantee1_name,frn1_grantee1_url,frn1_grantee1_amount,frn1_grantee2_name,frn1_grantee2_url,frn1_grantee2_amount,frn1_grantee3_name,frn1_grantee3_url,frn1_grantee3_amount,frn1_grantee4_name,frn1_grantee4_url,frn1_grantee4_amount,frn1_grantee5_name,frn1_grantee5_url,frn1_grantee5_amount,frn1_grantee6_name,frn1_grantee6_url,frn1_grantee6_amount,frn1_grantee7_name,frn1_grantee7_url,frn1_grantee7_amount,frn1_grantee8_name,frn1_grantee8_url,frn1_grantee8_amount,frn1_grantee9_name,frn1_grantee9_url,frn1_grantee9_amount,frn2_date,frn2_url,frn2_grantee1_name,frn2_grantee1_url,frn2_grantee1_amount,frn2_grantee2_name,frn2_grantee2_url,frn2_grantee2_amount,frn2_grantee3_name,frn2_grantee3_url,frn2_grantee3_amount,frn2_grantee4_name,frn2_grantee4_url,frn2_grantee4_amount,frn3_date,frn3_url,frn3_grantee1_name,frn3_grantee1_url,frn3_grantee1_amount,frn3_grantee2_name,frn3_grantee2_url,frn3_grantee2_amount,frn3_grantee3_name,frn3_grantee3_url,frn3_grantee3_amount,frn3_grantee4_name,frn3_grantee4_url,frn3_grantee4_amount,frn4_date,frn4_url,frn4_grantee1_name,frn4_grantee1_url,frn4_grantee1_amount,sba_total_approved_loan_amount,sba_loan_count,sba_home_approved_loan_amount,sba_home_loan_count,sba_business_approved_loan_amount,sba_business_loan_count
2010,"Kansas Severe Storms, Flooding, and Tornadoes",1932,2010-06-07,2010-07-21,2010-08-10,64,20,https://www.fema.gov/disaster/1932,KS,Severe Storm,NA,NA,NA,NA,NA,7384786.3,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,Texas Hurricane Alex,1931,2010-06-30,2010-08-14,2010-08-03,34,-11,https://www.fema.gov/disaster/1931,TX,Hurricane,4775,2617,54.81,3920.26,10259307.7,19746564.26,801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1067400,16,0,0,0,0
2010,"Iowa Severe Storms, Flooding, and Tornadoes",1930,2010-06-01,2010-08-31,2010-07-29,58,-33,https://www.fema.gov/disaster/1930,IA,Severe Storm,13124,8652,65.93,3055.94,26440014.14,52178015.97,1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3765200,61,0,0,0,0
2010,"South Dakota Severe Storms, Tornadoes, and Flooding",1929,2010-06-16,2010-06-24,2010-07-29,43,35,https://www.fema.gov/disaster/1929,SD,Severe Storm,NA,NA,NA,NA,NA,666648.61,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,Iowa Severe Storms and Flooding,1928,2010-05-12,2010-05-13,2010-07-27,76,75,https://www.fema.gov/disaster/1928,IA,Severe Storm,NA,NA,NA,NA,NA,3008481.95,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,Idaho Severe Storms and Flooding,1927,2010-06-02,2010-06-10,2010-07-27,55,47,https://www.fema.gov/disaster/1927,ID,Severe Storm,NA,NA,NA,NA,NA,2515039.14,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,"Oklahoma Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",1926,2010-06-13,2010-06-15,2010-07-26,43,41,https://www.fema.gov/disaster/1926,OK,Severe Storm,NA,NA,NA,NA,NA,3383812.1,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,"Kentucky Severe Storms, Flooding, and Mudslides",1925,2010-07-17,2010-07-30,2010-07-23,6,-7,https://www.fema.gov/disaster/1925,KY,Severe Storm,2498,1624,65.01,6529.06,10603194.68,5930565.92,662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1219100,7,0,0,0,0
2010,Nebraska Severe Storms and Flooding,1924,2010-06-01,2010-08-29,2010-07-15,44,-45,https://www.fema.gov/disaster/1924,NE,Severe Storm,NA,NA,NA,NA,NA,49926354.5,1169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,Wyoming Flooding,1923,2010-06-04,2010-06-18,2010-07-14,40,26,https://www.fema.gov/disaster/1923,WY,Flood,NA,NA,NA,NA,NA,3004023.04,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,Montana Severe Storms and Flooding,1922,2010-06-15,2010-07-30,2010-07-10,25,-20,https://www.fema.gov/disaster/1922,MT,Severe Storm,NA,NA,NA,NA,NA,12373472.43,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,"Minnesota Severe Storms, Tornadoes, and Flooding",1921,2010-06-17,2010-06-26,2010-07-02,15,6,https://www.fema.gov/disaster/1921,MN,Tornado,NA,NA,NA,NA,NA,13066488.27,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,Maine Severe Storms and Flooding,1920,2010-03-12,2010-04-01,2010-07-01,111,91,https://www.fema.gov/disaster/1920,ME,Severe Storm,NA,NA,NA,NA,NA,1258988.51,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,Puerto Rico Severe Storms and Flooding,1919,2010-05-26,2010-05-31,2010-06-24,29,24,https://www.fema.gov/disaster/1919,PR,Severe Storm,NA,NA,NA,NA,NA,4712458.08,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,"West Virginia Severe Storms, Flooding, Mudslides, and Landslides",1918,2010-06-12,2010-06-29,2010-06-24,12,-5,https://www.fema.gov/disaster/1918,WV,Flood,2319,1509,65.07,3799.92,5734071.83,5659644.93,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168800,7,0,0,0,0
2010,"Oklahoma Severe Storms, Tornadoes, and Straight-Line Winds",1917,2010-05-10,2010-05-13,2010-05-24,14,11,https://www.fema.gov/disaster/1917,OK,Severe Storm,2132,443,20.78,6169.88,2733258.17,6414974.86,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2188000,15,0,0,0,0
2010,"Mississippi Severe Storms, Tornadoes, and Flooding",1916,2010-05-01,2010-05-02,2010-05-14,13,12,https://www.fema.gov/disaster/1916,MS,Severe Storm,635,228,35.91,5789.6,1320029.19,7244942.94,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213400,2,0,0,0,0
2010,South Dakota Flooding,1915,2010-03-10,2010-06-20,2010-05-13,64,-38,https://www.fema.gov/disaster/1915,SD,Flood,NA,NA,NA,NA,NA,21498619.82,2419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,South Dakota Severe Winter Storm,1914,2010-04-02,2010-04-02,2010-05-13,41,41,https://www.fema.gov/disaster/1914,SD,Severe Storm,NA,NA,NA,NA,NA,1862942.69,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,New Hampshire Severe Storms and Flooding,1913,2010-03-14,2010-03-31,2010-05-12,59,42,https://www.fema.gov/disaster/1913,NH,Severe Storm,NA,NA,NA,NA,NA,2489369.98,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,"Kentucky Severe Storms, Flooding, Mudslides, and Tornadoes",1912,2010-05-01,2010-06-01,2010-05-11,10,-21,https://www.fema.gov/disaster/1912,KY,Severe Storm,7116,4258,59.84,4881.6,20785856.97,22537694.93,2300,13000000,2010-11-10,183,https://www.govinfo.gov/content/pkg/FR-2010-11-10/pdf/2010-28421.pdf,Commonwealth of Kentucky,NA,13000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3405000,60,0,0,0,0
2010,California Earthquake,1911,2010-04-04,2010-07-04,2010-05-07,33,-58,https://www.fema.gov/disaster/1911,CA,Earthquake,NA,NA,NA,NA,NA,26687516.62,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,Maryland Severe Winter Storms and Snowstorms,1910,2010-02-05,2010-02-11,2010-05-06,90,84,https://www.fema.gov/disaster/1910,MD,Snowstorm,NA,NA,NA,NA,NA,59386940.85,1157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,"Tennessee Severe Storms, Flooding, Straight-Line Winds, and Tornadoes",1909,2010-04-30,2010-05-18,2010-05-04,4,-14,https://www.fema.gov/disaster/1909,TN,Severe Storm,67620,30170,44.62,5611.83,169308841.3,245900207.7,5121,73999999,2010-11-10,190,https://www.govinfo.gov/content/pkg/FR-2010-11-10/pdf/2010-28421.pdf,City of Memphis,NA,2031645,Nashville-Davidson County,https://www.nashville-mdha.org/community-development-department/cdbg-dr/,10731831,Shelby County,https://www.shelbycountytn.gov/1375/Disaster-Recovery-Plan,1212788,State of Tennessee,https://www.tn.gov/ecd/community-development-block-grant/cdbg/cdbg-disaster-program.html,10023735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-14,https://www.govinfo.gov/content/pkg/FR-2011-04-14/pdf/2011-9118.pdf,City of Memphis,NA,4232594,Nashville-Davidson County,https://www.nashville-mdha.org/community-development-department/cdbg-dr/,22357982,Shelby County,https://www.shelbycountytn.gov/1375/Disaster-Recovery-Plan,2526642,State of Tennessee,https://www.tn.gov/ecd/community-development-block-grant/cdbg/cdbg-disaster-program.html,20882782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67855700,176,0,0,0,0
2010,"Alabama Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",1908,2010-04-24,2010-04-25,2010-05-03,9,8,https://www.fema.gov/disaster/1908,AL,Severe Storm,929,301,32.4,5151.12,1550487.12,7358685.38,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480500,5,0,0,0,0
2010,North Dakota Flooding,1907,2010-02-26,2010-07-15,2010-04-30,63,-76,https://www.fema.gov/disaster/1907,ND,Flood,NA,NA,NA,NA,NA,19679317.4,1172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,"Mississippi Severe Storms, Tornadoes, and Flooding",1906,2010-04-23,2010-04-24,2010-04-29,6,5,https://www.fema.gov/disaster/1906,MS,Severe Storm,1760,571,32.44,7483.91,4273310.03,5648118.08,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,722000,4,0,0,0,0
2010,Virginia Severe Winter Storms and Snowstorms,1905,2010-02-05,2010-02-11,2010-04-27,81,75,https://www.fema.gov/disaster/1905,VA,Snowstorm,NA,NA,NA,NA,NA,27888157.43,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,Connecticut Severe Storms and Flooding,1904,2010-03-12,2010-05-17,2010-04-23,42,-24,https://www.fema.gov/disaster/1904,CT,Severe Storm,4101,2364,57.64,2235.14,5283870.21,9398848.44,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,789400,23,0,0,0,0
2010,West Virginia Severe Winter Storms and Snowstorms,1903,2010-02-05,2010-02-11,2010-04-23,77,71,https://www.fema.gov/disaster/1903,WV,Snowstorm,NA,NA,NA,NA,NA,3302658.43,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,"Nebraska Severe Storms, Ice Jams, and Flooding",1902,2010-03-06,2010-04-03,2010-04-21,46,18,https://www.fema.gov/disaster/1902,NE,Flood,NA,NA,NA,NA,NA,3112391.72,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,North Dakota Severe Winter Storm,1901,2010-04-01,2010-04-03,2010-04-21,20,18,https://www.fema.gov/disaster/1901,ND,Severe Storm,NA,NA,NA,NA,NA,26651652.74,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,Minnesota Flooding,1900,2010-03-01,2010-04-26,2010-04-19,49,-7,https://www.fema.gov/disaster/1900,MN,Flood,NA,NA,NA,NA,NA,12721044.7,716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,New York Severe Storms and Flooding,1899,2010-03-13,2010-03-31,2010-04-16,34,16,https://www.fema.gov/disaster/1899,NY,Severe Storm,NA,NA,NA,NA,NA,87911844.27,1289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,Pennsylvania Severe Winter Storms and Snowstorms,1898,2010-02-05,2010-02-11,2010-04-16,70,64,https://www.fema.gov/disaster/1898,PA,Snowstorm,NA,NA,NA,NA,NA,44167865.22,2085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,New Jersey Severe Storms and Flooding,1897,2010-03-12,2010-04-15,2010-04-02,21,-13,https://www.fema.gov/disaster/1897,NJ,Severe Storm,12667,6712,52.99,2509.66,16844812.66,31525292.67,1491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1059600,58,0,0,0,0
2010,Delaware Severe Winter Storms and Snowstorms,1896,2010-02-05,2010-02-11,2010-03-31,54,48,https://www.fema.gov/disaster/1896,DE,Snowstorm,NA,NA,NA,NA,NA,9201061.54,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2010,Massachusetts Severe Storms and  Flooding,1895,2010-03-12,2010-04-26,2010-03-29,17,-28,https://www.fema.gov/disaster/1895,MA,Severe Storm,37393,27602,73.82,2135.91,58955382.75,25084370.59,1332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7468900,146,0,0,0,0
2010,Rhode Island Severe Storms and  Flooding,1894,2010-03-12,2010-04-12,2010-03-29,17,-14,https://www.fema.gov/disaster/1894,RI,Severe Storm,25860,14743,57.01,2519.09,37138992.59,25963715.03,730,13000001,2010-11-10,226,https://www.govinfo.gov/content/pkg/FR-2010-11-10/pdf/2010-28421.pdf,City of Cranston,NA,1277067,City of Warwick,https://www.warwickri.gov/community-development/pages/disaster-recovery,2787697,State of Rhode Island,https://housing.ri.gov/programs/community-development-block-grants,8935237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13876600,73,0,0,0,0
2010,"West Virginia Severe Storms, Flooding, Mudslides, and Landslides",1893,2010-03-12,2010-04-09,2010-03-29,17,-11,https://www.fema.gov/disaster/1893,WV,Severe Storm,1831,1115,60.9,3922.35,4373420.87,5802632.98,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330100,10,0,0,0,0
