"year","event","incident_number","incident_start","incident_end","declaration_date","declaration_url","state","incident_type","valid_ihp_applications","eligible_ihp_applications","ihp_eligibility_rate","ihp_average_award","ihp_total","pa_total","pa_projects_count","cdbg_dr_allocation","frn1_date","frn1_days_since_disaster","frn1_url","frn1_grantee1_name","frn1_grantee1_url","frn1_grantee1_amount","frn1_grantee2_name","frn1_grantee2_url","frn1_grantee2_amount","frn1_grantee3_name","frn1_grantee3_url","frn1_grantee3_amount","frn1_grantee4_name","frn1_grantee4_url","frn1_grantee4_amount","frn1_grantee5_name","frn1_grantee5_url","frn1_grantee5_amount","frn1_grantee6_name","frn1_grantee6_url","frn1_grantee6_amount","frn1_grantee7_name","frn1_grantee7_url","frn1_grantee7_amount","frn1_grantee8_name","frn1_grantee8_url","frn1_grantee8_amount","frn1_grantee9_name","frn1_grantee9_url","frn1_grantee9_amount","frn2_date","frn2_url","frn2_grantee1_name","frn2_grantee1_url","frn2_grantee1_amount","frn2_grantee2_name","frn2_grantee2_url","frn2_grantee2_amount","frn2_grantee3_name","frn2_grantee3_url","frn2_grantee3_amount","frn2_grantee4_name","frn2_grantee4_url","frn2_grantee4_amount","frn3_date","frn3_url","frn3_grantee1_name","frn3_grantee1_url","frn3_grantee1_amount","frn3_grantee2_name","frn3_grantee2_url","frn3_grantee2_amount","frn3_grantee3_name","frn3_grantee3_url","frn3_grantee3_amount","frn3_grantee4_name","frn3_grantee4_url","frn3_grantee4_amount","frn4_date","frn4_url","frn4_grantee1_name","frn4_grantee1_url","frn4_grantee1_amount"
2007,"New York Severe Storms and Inland and Coastal Flooding",1692,"2007-04-14","2007-04-18","2007-04-24","https://www.fema.gov/disaster/1692","NY","Severe Storm",8778,5215,59.41,2360.01,12307474.22,85457156.96,2128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"Maine Flooding",1691,"2007-03-16","2007-03-18","2007-04-20","https://www.fema.gov/disaster/1691","ME","Flood",NA,NA,NA,NA,NA,1241633.57,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"New Mexico Severe Storms and Tornadoes",1690,"2007-03-23","2007-03-24","2007-04-02","https://www.fema.gov/disaster/1690","NM","Severe Storm",642,201,31.31,4558.25,916208.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"Iowa Severe Winter Storms",1688,"2007-02-23","2007-03-02","2007-03-14","https://www.fema.gov/disaster/1688","IA","Severe Storm",NA,NA,NA,NA,NA,65200522.88,884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"Alabama Severe Storms and Tornadoes",1687,"2007-03-01","2007-03-01","2007-03-03","https://www.fema.gov/disaster/1687","AL","Severe Storm",1946,352,18.09,4744.22,1669966.27,10437817.84,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"Georgia Severe Storms and Tornadoes",1686,"2007-03-01","2007-03-02","2007-03-03","https://www.fema.gov/disaster/1686","GA","Severe Storm",1776,313,17.62,4325.99,1354036.12,50808150.06,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"Louisiana Severe Storms and Tornadoes",1685,"2007-02-12","2007-02-13","2007-02-23","https://www.fema.gov/disaster/1685","LA","Severe Storm",1317,268,20.35,3217.83,862378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Pennsylvania Severe Storms and Flooding",1684,"2006-11-16","2006-11-17","2007-02-23","https://www.fema.gov/disaster/1684","PA","Severe Storm",NA,NA,NA,NA,NA,10083964.12,623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Oregon Severe Winter Storm and Flooding",1683,"2006-12-14","2006-12-15","2007-02-22","https://www.fema.gov/disaster/1683","OR","Severe Storm",NA,NA,NA,NA,NA,4870681.78,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Washington Severe Winter Storm, Landslides, and Mudslides",1682,"2006-12-14","2006-12-15","2007-02-14","https://www.fema.gov/disaster/1682","WA","Severe Storm",NA,NA,NA,NA,NA,30249535.03,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Illinois Severe Winter Storm",1681,"2006-11-30","2006-12-01","2007-02-09","https://www.fema.gov/disaster/1681","IL","Severe Ice Storm",NA,NA,NA,NA,NA,21751688.98,718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Florida Severe Storms, Tornadoes, and Flooding",1680,"2006-12-25","2006-12-25","2007-02-08","https://www.fema.gov/disaster/1680","FL","Severe Storm",308,132,42.86,7144.16,943028.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"Florida Severe Storms and Tornadoes",1679,"2007-02-01","2007-02-02","2007-02-03","https://www.fema.gov/disaster/1679","FL","Severe Storm",2399,528,22.01,6922.9,3655288.86,9961543.04,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"Missouri Severe Winter Storms and Flooding",1676,"2007-01-12","2007-01-22","2007-01-15","https://www.fema.gov/disaster/1676","MO","Severe Ice Storm",NA,NA,NA,NA,NA,106002878.4,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Kansas Severe Winter Storm",1675,"2006-12-28","2006-12-31","2007-01-07","https://www.fema.gov/disaster/1675","KS","Severe Storm",NA,NA,NA,NA,NA,240516035.19,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Nebraska Severe Winter Storms",1674,"2006-12-19","2007-01-01","2007-01-07","https://www.fema.gov/disaster/1674","NE","Severe Storm",NA,NA,NA,NA,NA,124275193.51,569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Missouri Severe Winter Storms",1673,"2006-11-30","2006-12-02","2006-12-29","https://www.fema.gov/disaster/1673","MO","Severe Storm",NA,NA,NA,NA,NA,6649059.75,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Oregon Severe Storms, Flooding, Landslides, and Mudslides",1672,"2006-11-05","2006-11-08","2006-12-29","https://www.fema.gov/disaster/1672","OR","Severe Storm",NA,NA,NA,NA,NA,4284561.97,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Washington Severe Storms, Flooding, Landslides, and Mudslides",1671,"2006-11-02","2006-11-11","2006-12-12","https://www.fema.gov/disaster/1671","WA","Severe Storm",2311,1012,43.79,5324.32,5388213.23,28555632.44,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"New York Severe Storms and Flooding",1670,"2006-11-16","2006-11-17","2006-12-12","https://www.fema.gov/disaster/1670","NY","Severe Storm",1324,937,70.77,3180.11,2979765.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Alaska Severe Storms, Flooding, Landslides, and Mudslides",1669,"2006-10-08","2006-10-13","2006-12-08","https://www.fema.gov/disaster/1669","AK","Severe Storm",NA,NA,NA,NA,NA,9244257.84,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Louisiana Severe Storms and Flooding",1668,"2006-10-16","2006-11-08","2006-11-02","https://www.fema.gov/disaster/1668","LA","Severe Storm",3805,1753,46.07,3481.21,6102556.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Missouri Severe Storms",1667,"2006-07-19","2006-07-21","2006-11-02","https://www.fema.gov/disaster/1667","MO","Severe Storm",NA,NA,NA,NA,NA,670103.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Alaska Fire",1666,"2006-08-03","2006-08-04","2006-10-27","https://www.fema.gov/disaster/1666","AK","Fire",NA,NA,NA,NA,NA,3058863.94,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"New York Severe Storms and Flooding",1665,"2006-10-12","2006-10-25","2006-10-24","https://www.fema.gov/disaster/1665","NY","Severe Storm",20785,8173,39.32,1116.02,9121209.04,112329438.71,671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Hawaii Earthquake",1664,"2006-10-15","2007-01-15","2006-10-17","https://www.fema.gov/disaster/1664","HI","Earthquake",4212,2635,62.56,3604.75,9498514.38,19652813.83,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Alaska Severe Storms, Flooding, Landslides, and Mudslides",1663,"2006-08-15","2006-08-25","2006-10-16","https://www.fema.gov/disaster/1663","AK","Severe Storm",NA,NA,NA,NA,NA,9169973.29,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Indiana Severe Storms and Flooding",1662,"2006-09-12","2006-09-14","2006-10-06","https://www.fema.gov/disaster/1662","IN","Severe Storm",6047,4211,69.64,2874.64,12105107.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Virginia Tropical Depression Ernesto, Severe Storms and Flooding",1661,"2006-08-29","2006-09-07","2006-09-22","https://www.fema.gov/disaster/1661","VA","Severe Storm",NA,NA,NA,NA,NA,37311984.27,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Arizona Severe Storms and Flooding",1660,"2006-07-25","2006-08-04","2006-09-07","https://www.fema.gov/disaster/1660","AZ","Severe Storm",NA,NA,NA,NA,NA,10667965.62,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"New Mexico Severe Storms and Flooding",1659,"2006-07-26","2006-09-18","2006-08-30","https://www.fema.gov/disaster/1659","NM","Severe Storm",1444,569,39.4,3048.24,1734450.72,31685986.37,1521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Texas Severe Storms and Flooding",1658,"2006-07-27","2006-08-25","2006-08-15","https://www.fema.gov/disaster/1658","TX","Severe Storm",5696,1972,34.62,2334.84,4604303.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Alaska Snow Melt and Ice Jam Flooding",1657,"2006-05-13","2006-05-30","2006-08-04","https://www.fema.gov/disaster/1657","AK","Flood",NA,NA,NA,NA,NA,985181.75,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Ohio Severe Storms, Straight Line Winds, and Flooding",1656,"2006-07-27","2006-08-04","2006-08-01","https://www.fema.gov/disaster/1656","OH","Severe Storm",6253,4015,64.21,2344.35,9412548.07,7430844.41,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Virginia Severe Storms, Tornadoes, and Flooding",1655,"2006-06-23","2006-07-06","2006-07-13","https://www.fema.gov/disaster/1655","VA","Severe Storm",NA,NA,NA,NA,NA,7142629.91,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Delaware Severe Storms and Flooding",1654,"2006-06-23","2006-07-14","2006-07-05","https://www.fema.gov/disaster/1654","DE","Severe Storm",NA,NA,NA,NA,NA,534107.72,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"New Jersey Severe Storms and Flooding",1653,"2006-06-23","2006-07-10","2006-07-07","https://www.fema.gov/disaster/1653","NJ","Severe Storm",621,325,52.33,1668.27,542186.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Maryland Severe Storms, Flooding, and Tornadoes",1652,"2006-06-22","2006-07-12","2006-07-02","https://www.fema.gov/disaster/1652","MD","Severe Storm",NA,NA,NA,NA,NA,8321148.68,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Ohio Severe Storms, Tornadoes, Straight Line Winds, and Flooding",1651,"2006-06-21","2006-06-23","2006-07-02","https://www.fema.gov/disaster/1651","OH","Severe Storm",12200,5790,47.46,1525.1,8830355.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"New York Severe Storms and Flooding",1650,"2006-06-26","2006-07-10","2006-07-01","https://www.fema.gov/disaster/1650","NY","Severe Storm",14435,9306,64.47,3387.96,31528398.09,213290337.78,4733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Pennsylvania Severe Storms, Flooding, and Mudslides",1649,"2006-06-23","2006-07-10","2006-06-30","https://www.fema.gov/disaster/1649","PA","Severe Storm",12098,8140,67.28,2542,20691866.81,83099595.02,3630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Minnesota Flooding",1648,"2006-03-30","2006-05-03","2006-06-05","https://www.fema.gov/disaster/1648","MN","Flood",NA,NA,NA,NA,NA,7012366.06,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"South Dakota Severe Winter Storm",1647,"2006-04-18","2006-04-20","2006-06-05","https://www.fema.gov/disaster/1647","SD","Severe Storm",NA,NA,NA,NA,NA,3177445.62,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"California Severe Storms, Flooding, Landslides, and Mudslides",1646,"2006-03-29","2006-04-16","2006-06-05","https://www.fema.gov/disaster/1646","CA","Severe Storm",NA,NA,NA,NA,NA,35359079.9,697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"North Dakota Severe Storms, Flooding, and Ground Saturation",1645,"2006-03-30","2006-04-30","2006-06-05","https://www.fema.gov/disaster/1645","ND","Severe Storm",NA,NA,NA,NA,NA,7378304.79,637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
